Candidate_Rank,Antecedent_Items,support,confidence,lift,leverage,conviction,Rule_Length,Family_Signature,Family_Count,Score,Mechanism_Axis,Mechanism_Families,Governance_Scene,Governance_Interpretation_Template,Interpretation_Boundary,Semantic_Duplicate_Flag
1,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0,0.20077821011673153,0.7865853658536587,1.1990061626594917,0.033324350103710904,1.611739855475265,2,speed_v0|speed_vk,2,1.5677801777636982,speed_energy,speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
79,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||性别_GESCHL_3-男性,0.035408560311284046,0.8272727272727273,1.2610266364714764,0.00732940695544217,1.9913987302887568,4,age|bio|crash_type|vehicle_mass,4,1.140165853041402,vulnerability_demographic,age|bio|crash_type|vehicle_mass,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
80,VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.02762645914396887,0.8452380952380951,1.2884115686606787,0.006184196581325983,2.2225680933852123,4,bio|road_type|speed_vk|vehicle_size,4,1.1400137185743762,vulnerability_demographic_speed,bio|road_type|speed_vk|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
81,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.049805447470817124,0.7710843373493975,1.1753776672526404,0.0074314524065466556,1.5026008601269707,4,bio|speed_v0|speed_vk|vehicle_size,4,1.1397830401045312,speed_energy,bio|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
82,VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.08132295719844358,0.7385159010600707,1.12573301644388,0.009082953564777674,1.3154485224524137,2,speed_vk|vehicle_size,2,1.1393664182806718,vehicle_geometry_interaction,speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
83,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.05408560311284047,0.7554347826086957,1.1515227706431481,0.007116837499432246,1.4064504971897969,4,bio|speed_v0|speed_vk|vehicle_size,4,1.1384526240659945,speed_energy,bio|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
84,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车宽_BREITE___GT_1800_0,0.023346303501945526,0.8571428571428571,1.306558210472801,0.005477751366409787,2.407782101167314,4,age|speed_v0|vehicle_mass|vehicle_size,4,1.1377483338905163,vehicle_mass_speed_energy,age|speed_v0|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
85,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.06459143968871596,0.7545454545454546,1.1501671519465115,0.008433132977032208,1.4013546620550517,3,speed_v0|speed_vk|vehicle_size,3,1.1362173562759714,speed_energy,speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
86,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.0821011673151751,0.7326388888888888,1.1167745815210228,0.008584838528970906,1.2865329223305875,2,speed_v0|vehicle_size,2,1.1362135040918344,vehicle_geometry_interaction,speed_v0|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
87,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||性别_GESCHL_3-男性,0.02801556420233463,0.8470588235294118,1.2911869374084153,0.006318036609184091,2.2490272373540856,4,age|bio|crash_type|speed_v0,4,1.1355071426884171,vulnerability_speed,age|bio|crash_type|speed_v0,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
88,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.03151750972762646,0.8350515463917526,1.2728840297905126,0.006756801768384078,2.085311284046693,4,age|bio|crash_type|vehicle_size,4,1.135183818485781,vehicle_geometry_vulnerability,age|bio|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
89,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.030350194552529183,0.8387096774193548,1.2784601844411279,0.006610546715317415,2.1326070038910494,4,age|bio|crash_type|vehicle_size,4,1.1349609968075605,vehicle_geometry_vulnerability,age|bio|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
90,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.026070038910505838,0.8815789473684211,1.3438065805082102,0.006669896591924178,2.904626026805017,3,age|speed_vk|vehicle_size,3,1.1349281514849618,vehicle_geometry_vulnerability,age|speed_vk|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
91,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.03229571984435798,0.8300000000000001,1.2651838671411626,0.0067692167935926376,2.0233463035019463,4,age|bio|crash_type|vehicle_size,4,1.132823527701234,vehicle_geometry_vulnerability,age|bio|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
92,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||性别_GESCHL_3-男性,0.04319066147859922,0.7928571428571428,1.2085663446873411,0.0074535572075277445,1.6605393801153894,4,bio|crash_type|speed_v0|vehicle_mass,4,1.1320222672144866,vehicle_mass_speed_energy,bio|crash_type|speed_v0|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
93,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.022568093385214007,0.8529411764705882,1.3001535133626403,0.005210071310693575,2.3389883268482485,4,age|bio|speed_v0|vehicle_size,4,1.131223550915582,vehicle_geometry_vulnerability,age|bio|speed_v0|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
94,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||性别_GESCHL_3-男性||路灯_STRABEL_0-无路灯,0.0178988326848249,0.8679245283018867,1.322992904944157,0.004369786067919271,2.604335742078931,4,bio|light|speed_vk|vehicle_mass,4,1.1306691337245893,vehicle_mass_speed_energy,bio|light|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
95,FEATURE_Age_Over60||路灯_STRABEL_0-无路灯,0.0490272373540856,0.8344370860927153,1.271947396950343,0.01048221774742994,2.077571984435798,2,age|light,2,1.1281249338018868,lighting_visibility,age|light,night lighting and visibility governance,照明-可视性轴线，适合支持夜间照明、路灯状态、反光设施和主动警示治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
96,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0,0.02801556420233463,0.878048780487805,1.3384254838989673,0.007083831700707054,2.8205447470817147,3,age|crash_type|speed_vk,3,1.1277641184411347,vulnerability_speed,age|crash_type|speed_vk,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
97,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.020622568093385214,0.8548387096774193,1.303045957218842,0.004796136201910703,2.3695633376567216,4,age|speed_vk|vehicle_mass|vehicle_size,4,1.1268199070275204,vehicle_mass_speed_energy,age|speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
98,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.020622568093385214,0.8548387096774193,1.303045957218842,0.004796136201910703,2.3695633376567216,4,age|bio|speed_vk|vehicle_size,4,1.1268199070275204,vehicle_geometry_vulnerability,age|bio|speed_vk|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
99,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.049805447470817124,0.757396449704142,1.1545129749345462,0.006665657315023693,1.417822909746607,4,bio|speed_v0|vehicle_mass|vehicle_size,4,1.1266397452844497,vehicle_mass_speed_energy,bio|speed_v0|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
100,VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.07354085603112841,0.75,1.143238434163701,0.009214068343199752,1.375875486381323,2,speed_vk|vehicle_size,2,1.1254908816483653,vehicle_geometry_interaction,speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
101,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0,0.038910505836575876,0.8,1.2194543297746145,0.007002377023119198,1.719844357976654,4,crash_type|speed_v0|speed_vk|vehicle_mass,4,1.125184437182381,speed_energy,crash_type|speed_v0|speed_vk|vehicle_mass,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
102,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车宽_BREITE___GT_1800_0||公路分类_STRKL_1-公路以外的其他道路,0.01634241245136187,0.8750000000000001,1.3337781731909848,0.004089690986994505,2.7517509727626486,4,age|crash_type|road_type|vehicle_size,4,1.1249825525845716,vehicle_geometry_vulnerability,age|crash_type|road_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
103,FEATURE_Age_Over60||VEH_车宽_BREITE___GT_1800_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.04357976653696498,0.8484848484848485,1.2933606527912578,0.009884782509954733,2.2701945525291833,4,age|bio|vehicle_size,3,1.1241818786057678,vehicle_geometry_vulnerability,age|bio|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
104,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||路灯_STRABEL_0-无路灯,0.022957198443579768,0.8805970149253731,1.3423098032966838,0.005854441399566989,2.8807392996108945,3,age|light|speed_v0,3,1.1240241971801819,vulnerability_speed,age|light|speed_v0,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
105,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0,0.0311284046692607,0.851063829787234,1.29729184018576,0.00713349180154128,2.3095052807115066,3,age|speed_vk|vehicle_mass,3,1.1218138933515684,vehicle_mass_speed_energy,age|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
106,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.031906614785992216,0.8118811881188118,1.2375650376425542,0.00612484670471922,1.8284661069014945,4,bio|road_type|speed_v0|vehicle_size,4,1.121680463323068,vulnerability_demographic_speed,bio|road_type|speed_v0|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
107,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.0443579766536965,0.7702702702702704,1.1741367702221797,0.0065787521385637995,1.4972762645914406,4,bio|speed_vk|vehicle_mass|vehicle_size,4,1.1215694552716307,vehicle_mass_speed_energy,bio|speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
108,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.025680933852140077,0.868421052631579,1.3237497658737591,0.006280791533558417,2.614163424124514,3,age|speed_vk|vehicle_size,3,1.1210486268359325,vehicle_geometry_vulnerability,age|speed_vk|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
109,VEH_意识到危险前的初始速度_V0___GT_50_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.06031128404669261,0.7524271844660194,1.1469382349215125,0.007726687762115998,1.3893644617380025,3,bio|road_type|speed_v0,3,1.1204868666455778,vulnerability_demographic_speed,bio|road_type|speed_v0,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
110,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||性别_GESCHL_3-男性,0.050972762645914396,0.7939393939393941,1.2102160393975343,0.008854032612151591,1.669260700389106,3,age|bio|crash_type,3,1.1204641830744968,vulnerability_demographic,age|bio|crash_type,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
111,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.022568093385214007,0.8405797101449276,1.281310708821153,0.004954806280185922,2.1576229218252574,4,age|bio|speed_v0|vehicle_size,4,1.1193539037839457,vehicle_geometry_vulnerability,age|bio|speed_v0|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
112,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车长_LAENGE___GT_4598_5,0.06498054474708172,0.73568281938326,1.12141449929714,0.007035382821844391,1.3013488975356682,3,speed_v0|vehicle_mass|vehicle_size,3,1.1193503350981036,vehicle_mass_speed_energy,speed_v0|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
113,VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.059533073929961086,0.7536945812807881,1.1488701505881527,0.007714272736907446,1.3965136186770426,3,bio|speed_vk|vehicle_size,3,1.119213565832752,vulnerability_demographic_speed,bio|speed_vk|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
114,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.05175097276264591,0.7430167597765363,1.1325937560057522,0.00605853230177595,1.338487565555743,4,speed_v0|speed_vk|vehicle_mass|vehicle_size,4,1.1190578534913747,speed_energy,speed_v0|speed_vk|vehicle_mass|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
115,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||性别_GESCHL_3-男性,0.054863813229571984,0.7790055248618785,1.1874520752639548,0.008660842707686717,1.5564591439688718,3,age|bio|crash_type,3,1.1185758419012926,vulnerability_demographic,age|bio|crash_type,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
116,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车长_LAENGE___GT_4598_5,0.05252918287937743,0.7758620689655173,1.1826604491348633,0.00811306757104574,1.5346303501945533,3,age|vehicle_mass|vehicle_size,3,1.118086635919616,vehicle_geometry_vulnerability,age|vehicle_mass|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
117,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.042412451361867706,0.7730496453900709,1.1783734215020654,0.006420082060288573,1.515612840466926,4,speed_v0|speed_vk|vehicle_mass|vehicle_size,4,1.118012567913667,speed_energy,speed_v0|speed_vk|vehicle_mass|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
118,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.030350194552529183,0.8210526315789474,1.2515452331897359,0.006100016654302109,1.9221789883268483,4,crash_type|speed_v0|speed_vk|vehicle_size,4,1.1180064626130455,speed_energy,crash_type|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
119,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.06264591439688716,0.7419354838709676,1.130945547774844,0.007253402776726363,1.332879377431906,3,bio|speed_v0|vehicle_size,3,1.117883410974183,vulnerability_demographic_speed,bio|speed_v0|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
120,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.024902723735408562,0.8311688311688312,1.266965537428171,0.005247316386319249,2.0373540856031136,4,road_type|speed_vk|vehicle_mass|vehicle_size,4,1.1177882676471653,vehicle_mass_speed_energy,road_type|speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
121,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.02801556420233463,0.8571428571428571,1.306558210472801,0.006573301639691744,2.407782101167314,3,age|speed_v0|vehicle_size,3,1.1176899681317616,vehicle_geometry_vulnerability,age|speed_v0|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
122,VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.054863813229571984,0.766304347826087,1.1680914436020424,0.007895047616163761,1.4718667993846715,3,bio|speed_vk|vehicle_size,3,1.116379999951836,vulnerability_demographic_speed,bio|speed_vk|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
123,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车宽_BREITE___GT_1800_0,0.0311284046692607,0.8163265306122448,1.2443411528312391,0.0061124316795106645,1.872719412019022,4,age|crash_type|vehicle_mass|vehicle_size,4,1.1159586689266732,vehicle_geometry_vulnerability,age|crash_type|vehicle_mass|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
124,VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.04941634241245136,0.7839506172839507,1.194989968220494,0.00806340747021151,1.5920844913841026,3,bio|road_type|speed_vk,3,1.1158922799033162,vulnerability_demographic_speed,bio|road_type|speed_vk,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
125,FEATURE_Age_Over60||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0||性别_GESCHL_3-男性,0.040077821011673155,0.8512396694214877,1.2975598756899307,0.009190752320247093,2.312235192390835,4,age|bio|vehicle_size,3,1.1156208692420013,vehicle_geometry_vulnerability,age|bio|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
